state,product_,date,created_by,leads,prelim_quotes,final_qotes,purchases,cr
tn,ho3,9/5/2018,Agent,13,13,9,2,0.153846154
tn,ho3,9/5/2018,Online,18,16,1,1,0.055555556
tn,ho6,9/5/2018,Online,1,1,0,0,0
tn,ho3,9/6/2018,Agent,3,3,3,0,0
tn,ho3,9/6/2018,Online,19,13,2,1,0.052631579
tn,ho6,9/6/2018,Online,1,1,0,0,0
tn,ho3,9/7/2018,Agent,5,5,5,0,0
tn,ho3,9/7/2018,Online,12,7,2,2,0.166666667
tn,ho6,9/7/2018,Online,3,2,0,0,0
tn,ho3,9/8/2018,Agent,2,2,2,0,0
tn,ho3,9/8/2018,Online,12,7,1,1,0.083333333
tn,ho6,9/8/2018,Agent,1,1,1,0,0
tn,ho6,9/8/2018,Online,2,1,0,0,0
tn,ho3,9/9/2018,Agent,2,2,2,0,0
tn,ho3,9/9/2018,Online,14,8,1,0,0
tn,ho6,9/9/2018,Online,0,0,0,0,0
tn,ho3,9/10/2018,Agent,10,10,9,0,0
tn,ho3,9/10/2018,Online,13,11,3,1,0.076923077
tn,ho6,9/10/2018,Agent,2,2,2,0,0
tn,ho6,9/10/2018,Online,3,1,0,0,0
tn,ho3,9/11/2018,Agent,4,4,3,1,0.25
tn,ho3,9/11/2018,Online,16,13,1,0,0
tn,ho6,9/11/2018,Online,1,0,0,0,0
tn,ho3,9/12/2018,Agent,7,7,7,3,0.428571429
tn,ho3,9/12/2018,Online,21,14,2,1,0.047619048
tn,ho6,9/12/2018,Online,0,0,0,0,0
tn,ho3,9/13/2018,Agent,6,6,4,0,0
tn,ho3,9/13/2018,Online,18,12,1,0,0
tn,ho6,9/13/2018,Agent,1,1,1,0,0
tn,ho6,9/13/2018,Online,3,3,1,1,0.333333333
tn,ho3,9/14/2018,Agent,8,8,6,1,0.125
tn,ho3,9/14/2018,Online,27,22,6,0,0
tn,ho3,9/15/2018,Agent,4,4,4,0,0
tn,ho3,9/15/2018,Online,11,6,0,0,0
tn,ho6,9/15/2018,Online,3,1,0,0,0
tn,ho3,9/16/2018,Agent,4,4,4,0,0
tn,ho3,9/16/2018,Online,13,11,3,2,0.153846154
tn,ho6,9/16/2018,Online,1,1,0,0,0
tn,ho3,9/17/2018,Agent,8,8,8,1,0.125
tn,ho3,9/17/2018,Online,22,16,4,1,0.045454545
tn,ho6,9/17/2018,Agent,1,1,1,1,1
tn,ho6,9/17/2018,Online,4,2,0,0,0
tn,ho3,9/18/2018,Agent,4,4,4,1,0.25
tn,ho3,9/18/2018,Online,20,14,2,1,0.05
tn,ho6,9/18/2018,Online,1,1,0,0,0
tn,ho3,9/19/2018,Agent,6,6,5,0,0
tn,ho3,9/19/2018,Online,20,13,2,0,0
tn,ho6,9/19/2018,Online,1,1,0,0,0
tn,ho3,9/20/2018,Agent,20,20,10,3,0.15
tn,ho3,9/20/2018,Online,32,18,3,1,0.03125
tn,ho6,9/20/2018,Agent,2,2,0,0,0
tn,ho6,9/20/2018,Online,3,1,1,0,0
tn,ho3,9/21/2018,Agent,7,7,4,1,0.142857143
tn,ho3,9/21/2018,Online,14,8,4,1,0.071428571
tn,ho6,9/21/2018,Agent,1,1,1,0,0
tn,ho3,9/22/2018,Agent,5,5,4,0,0
tn,ho3,9/22/2018,Online,12,10,5,3,0.25
tn,ho6,9/22/2018,Online,3,1,0,0,0
tn,ho3,9/23/2018,Agent,1,1,0,0,0
tn,ho3,9/23/2018,Online,14,9,1,1,0.071428571
tn,ho6,9/23/2018,Online,1,1,0,0,0
tn,ho3,9/24/2018,Agent,9,9,8,1,0.111111111
tn,ho3,9/24/2018,Online,35,21,1,1,0.028571429
tn,ho6,9/24/2018,Online,2,0,0,0,0
tn,ho3,9/25/2018,Agent,25,24,12,3,0.12
tn,ho3,9/25/2018,Online,44,29,9,2,0.045454545
tn,ho6,9/25/2018,Agent,1,1,0,0,0
tn,ho6,9/25/2018,Online,3,1,0,0,0
tn,ho3,9/26/2018,Agent,6,6,5,2,0.333333333
tn,ho3,9/26/2018,Online,33,29,7,4,0.121212121
tn,ho6,9/26/2018,Online,3,2,0,0,0
tn,ho3,9/27/2018,Agent,6,6,4,0,0
tn,ho3,9/27/2018,Online,24,12,2,1,0.041666667
tn,ho6,9/27/2018,Agent,1,1,0,0,0
tn,ho6,9/27/2018,Online,4,2,0,0,0
tn,ho3,9/28/2018,Agent,12,11,6,1,0.083333333
tn,ho3,9/28/2018,Online,34,22,2,1,0.029411765
tn,ho6,9/28/2018,Agent,1,1,1,0,0
tn,ho6,9/28/2018,Online,2,1,0,0,0
tn,ho3,9/29/2018,Agent,6,6,2,0,0
tn,ho3,9/29/2018,Online,23,10,6,1,0.043478261
tn,ho6,9/29/2018,Online,4,2,0,0,0
tn,ho3,9/30/2018,Agent,4,4,2,0,0
tn,ho3,9/30/2018,Online,21,13,3,2,0.095238095
tn,ho6,9/30/2018,Online,2,0,0,0,0
tx,ho3,7/1/2018,Agent,30,29,23,2,0.066666667
tx,ho3,7/1/2018,Online,151,99,22,10,0.066225166
tx,ho6,7/1/2018,Online,12,4,0,0,0
tx,ho3,7/2/2018,Agent,53,52,43,2,0.037735849
tx,ho3,7/2/2018,Online,195,125,28,12,0.061538462
tx,ho6,7/2/2018,Agent,4,4,4,0,0
tx,ho6,7/2/2018,Online,23,9,2,0,0
tx,ho3,7/3/2018,Agent,56,54,48,7,0.125
tx,ho3,7/3/2018,Online,151,101,39,15,0.099337748
tx,ho6,7/3/2018,Agent,2,2,2,0,0
tx,ho6,7/3/2018,Online,20,5,0,0,0
tx,ho3,7/4/2018,Agent,28,27,22,7,0.25
tx,ho3,7/4/2018,Online,102,72,23,7,0.068627451
tx,ho6,7/4/2018,Agent,1,1,1,0,0
tx,ho6,7/4/2018,Online,11,6,1,1,0.090909091
tx,ho3,7/5/2018,Agent,63,62,49,14,0.222222222
tx,ho3,7/5/2018,Online,128,91,27,9,0.0703125
tx,ho6,7/5/2018,Agent,2,2,2,0,0
tx,ho6,7/5/2018,Online,20,8,2,0,0
tx,ho3,7/6/2018,Agent,43,41,35,2,0.046511628
tx,ho3,7/6/2018,Online,131,93,25,11,0.083969466
tx,ho6,7/6/2018,Agent,3,3,3,1,0.333333333
tx,ho6,7/6/2018,Online,24,13,4,2,0.083333333
tx,ho3,7/7/2018,Agent,26,25,24,4,0.153846154
tx,ho3,7/7/2018,Online,91,65,22,5,0.054945055
tx,ho6,7/7/2018,Agent,3,3,3,0,0
tx,ho6,7/7/2018,Online,12,3,0,0,0
tx,ho3,7/8/2018,Agent,29,29,22,1,0.034482759
tx,ho3,7/8/2018,Online,115,75,21,6,0.052173913
tx,ho6,7/8/2018,Agent,2,2,2,0,0
tx,ho6,7/8/2018,Online,6,3,2,1,0.166666667
tx,ho3,7/9/2018,Agent,55,52,41,6,0.109090909
tx,ho3,7/9/2018,Online,133,88,23,8,0.060150376
tx,ho6,7/9/2018,Agent,1,1,1,0,0
tx,ho6,7/9/2018,Online,22,10,3,1,0.045454545
tx,ho3,7/10/2018,Agent,40,39,31,8,0.2
tx,ho3,7/10/2018,Online,153,96,22,7,0.045751634
tx,ho6,7/10/2018,Agent,3,3,3,0,0
tx,ho6,7/10/2018,Online,24,13,2,2,0.083333333
tx,ho3,7/11/2018,Agent,67,63,49,7,0.104477612
tx,ho3,7/11/2018,Online,143,91,24,9,0.062937063
tx,ho6,7/11/2018,Agent,3,3,1,0,0
tx,ho6,7/11/2018,Online,23,8,0,0,0
tx,ho3,7/12/2018,Agent,51,51,45,8,0.156862745
tx,ho3,7/12/2018,Online,131,81,28,6,0.045801527
tx,ho6,7/12/2018,Agent,5,5,5,0,0
tx,ho6,7/12/2018,Online,24,14,2,1,0.041666667
tx,ho3,7/13/2018,Agent,51,49,41,6,0.117647059
tx,ho3,7/13/2018,Online,145,102,38,11,0.075862069
tx,ho6,7/13/2018,Agent,2,2,2,0,0
tx,ho6,7/13/2018,Online,21,9,1,0,0
tx,ho3,7/14/2018,Agent,35,33,30,1,0.028571429
tx,ho3,7/14/2018,Online,125,79,20,5,0.04
tx,ho6,7/14/2018,Agent,2,1,1,1,0.5
tx,ho6,7/14/2018,Online,21,8,3,0,0
tx,ho3,7/15/2018,Agent,26,26,25,2,0.076923077
tx,ho3,7/15/2018,Online,75,58,18,8,0.106666667
tx,ho6,7/15/2018,Agent,3,3,3,1,0.333333333
tx,ho6,7/15/2018,Online,9,4,1,1,0.111111111
tx,ho3,7/16/2018,Agent,68,66,54,8,0.117647059
tx,ho3,7/16/2018,Online,154,116,29,13,0.084415584
tx,ho6,7/16/2018,Agent,4,4,4,1,0.25
tx,ho6,7/16/2018,Online,24,11,5,1,0.041666667
tx,ho3,7/17/2018,Agent,60,59,49,12,0.2
tx,ho3,7/17/2018,Online,192,129,22,7,0.036458333
tx,ho6,7/17/2018,Agent,1,1,1,0,0
tx,ho6,7/17/2018,Online,20,9,3,0,0
tx,ho3,7/18/2018,Agent,72,68,58,9,0.125
tx,ho3,7/18/2018,Online,176,133,28,13,0.073863636
tx,ho6,7/18/2018,Agent,3,3,2,1,0.333333333
tx,ho6,7/18/2018,Online,29,12,2,1,0.034482759
tx,ho3,7/19/2018,Agent,58,56,48,5,0.086206897
tx,ho3,7/19/2018,Online,216,156,53,15,0.069444444
tx,ho6,7/19/2018,Agent,3,3,2,0,0
tx,ho6,7/19/2018,Online,29,12,1,0,0
tx,ho3,7/20/2018,Agent,65,64,57,8,0.123076923
tx,ho3,7/20/2018,Online,191,127,24,6,0.031413613
tx,ho6,7/20/2018,Agent,1,1,1,0,0
tx,ho6,7/20/2018,Online,28,11,2,1,0.035714286
tx,ho3,7/21/2018,Agent,27,27,20,4,0.148148148
tx,ho3,7/21/2018,Online,129,79,20,6,0.046511628
tx,ho6,7/21/2018,Online,14,6,2,1,0.071428571
tx,ho3,7/22/2018,Agent,36,36,31,3,0.083333333
tx,ho3,7/22/2018,Online,109,69,17,6,0.055045872
tx,ho6,7/22/2018,Agent,1,1,1,0,0
tx,ho6,7/22/2018,Online,18,9,3,1,0.055555556
tx,ho3,7/23/2018,Agent,52,52,42,8,0.153846154
tx,ho3,7/23/2018,Online,196,126,26,9,0.045918367
tx,ho6,7/23/2018,Agent,3,3,2,0,0
tx,ho6,7/23/2018,Online,30,10,1,0,0
tx,ho3,7/24/2018,Agent,65,62,51,7,0.107692308
tx,ho3,7/24/2018,Online,202,140,38,11,0.054455446
tx,ho6,7/24/2018,Agent,3,3,2,0,0
tx,ho6,7/24/2018,Online,22,6,1,1,0.045454545
tx,ho3,7/25/2018,Agent,60,57,48,8,0.133333333
tx,ho3,7/25/2018,Online,183,116,24,6,0.032786885
tx,ho6,7/25/2018,Agent,6,6,5,1,0.166666667
tx,ho6,7/25/2018,Online,33,10,1,0,0
tx,ho3,7/26/2018,Agent,66,63,57,6,0.090909091
tx,ho3,7/26/2018,Online,222,152,41,12,0.054054054
tx,ho6,7/26/2018,Agent,1,1,1,0,0
tx,ho6,7/26/2018,Online,31,9,2,1,0.032258065
tx,ho3,7/27/2018,Agent,79,76,57,9,0.113924051
tx,ho3,7/27/2018,Online,219,152,38,14,0.063926941
tx,ho6,7/27/2018,Agent,4,4,4,0,0
tx,ho6,7/27/2018,Online,33,14,5,1,0.03030303
tx,ho3,7/28/2018,Agent,37,35,31,2,0.054054054
tx,ho3,7/28/2018,Online,129,89,27,13,0.100775194
tx,ho6,7/28/2018,Agent,1,1,1,0,0
tx,ho6,7/28/2018,Online,12,3,0,0,0
tx,ho3,7/29/2018,Agent,28,27,23,3,0.107142857
tx,ho3,7/29/2018,Online,104,68,14,6,0.057692308
tx,ho6,7/29/2018,Agent,3,3,3,0,0
tx,ho6,7/29/2018,Online,6,3,0,0,0
tx,ho3,7/30/2018,Agent,79,74,63,11,0.139240506
tx,ho3,7/30/2018,Online,206,150,33,10,0.048543689
tx,ho6,7/30/2018,Online,30,14,4,2,0.066666667
tx,ho3,7/31/2018,Agent,83,79,74,13,0.156626506
tx,ho3,7/31/2018,Online,221,157,38,19,0.085972851
tx,ho6,7/31/2018,Agent,2,2,2,0,0
tx,ho6,7/31/2018,Online,19,11,0,0,0
tx,ho3,8/1/2018,Agent,64,61,53,9,0.140625
tx,ho3,8/1/2018,Online,223,143,30,4,0.01793722
tx,ho6,8/1/2018,Agent,4,3,3,0,0
tx,ho6,8/1/2018,Online,21,8,1,1,0.047619048
tx,ho3,8/2/2018,Agent,59,58,52,2,0.033898305
tx,ho3,8/2/2018,Online,204,144,36,17,0.083333333
tx,ho6,8/2/2018,Agent,2,2,2,0,0
tx,ho6,8/2/2018,Online,16,3,1,1,0.0625
tx,ho3,8/3/2018,Agent,54,51,44,6,0.111111111
tx,ho3,8/3/2018,Online,225,160,45,12,0.053333333
tx,ho6,8/3/2018,Agent,3,3,3,1,0.333333333
tx,ho6,8/3/2018,Online,13,5,1,0,0
tx,ho3,8/4/2018,Agent,53,53,41,6,0.113207547
tx,ho3,8/4/2018,Online,157,105,25,3,0.01910828
tx,ho6,8/4/2018,Agent,1,1,1,0,0
tx,ho6,8/4/2018,Online,10,6,0,0,0
tx,ho3,8/5/2018,Agent,29,29,22,3,0.103448276
tx,ho3,8/5/2018,Online,138,94,15,5,0.036231884
tx,ho6,8/5/2018,Agent,1,1,1,0,0
tx,ho6,8/5/2018,Online,14,5,0,0,0
tx,ho3,8/6/2018,Agent,65,63,56,9,0.138461538
tx,ho3,8/6/2018,Online,193,143,37,10,0.051813472
tx,ho6,8/6/2018,Agent,1,1,1,0,0
tx,ho6,8/6/2018,Online,25,10,1,0,0
tx,ho3,8/7/2018,Agent,69,68,60,11,0.15942029
tx,ho3,8/7/2018,Online,212,146,37,14,0.066037736
tx,ho6,8/7/2018,Agent,6,6,6,2,0.333333333
tx,ho6,8/7/2018,Online,15,3,0,0,0
tx,ho3,8/8/2018,Agent,63,60,54,6,0.095238095
tx,ho3,8/8/2018,Online,194,134,38,16,0.082474227
tx,ho6,8/8/2018,Agent,2,2,1,0,0
tx,ho6,8/8/2018,Online,23,8,1,0,0
tx,ho3,8/9/2018,Agent,68,67,60,12,0.176470588
tx,ho3,8/9/2018,Online,178,119,33,10,0.056179775
tx,ho6,8/9/2018,Agent,6,6,6,1,0.166666667
tx,ho6,8/9/2018,Online,26,10,3,0,0
tx,ho3,8/10/2018,Agent,67,64,59,11,0.164179104
tx,ho3,8/10/2018,Online,186,133,37,9,0.048387097
tx,ho6,8/10/2018,Agent,2,2,1,0,0
tx,ho6,8/10/2018,Online,21,13,4,1,0.047619048
tx,ho3,8/11/2018,Agent,47,45,39,10,0.212765957
tx,ho3,8/11/2018,Online,142,105,36,11,0.077464789
tx,ho6,8/11/2018,Agent,4,4,4,0,0
tx,ho6,8/11/2018,Online,16,8,1,0,0
tx,ho3,8/12/2018,Agent,37,36,34,4,0.108108108
tx,ho3,8/12/2018,Online,111,73,24,9,0.081081081
tx,ho6,8/12/2018,Online,16,7,2,0,0
tx,ho3,8/13/2018,Agent,80,76,64,9,0.1125
tx,ho3,8/13/2018,Online,230,167,43,16,0.069565217
tx,ho6,8/13/2018,Agent,3,3,2,0,0
tx,ho6,8/13/2018,Online,24,12,0,0,0
tx,ho3,8/14/2018,Agent,90,88,76,8,0.088888889
tx,ho3,8/14/2018,Online,260,187,56,24,0.092307692
tx,ho6,8/14/2018,Agent,3,3,3,1,0.333333333
tx,ho6,8/14/2018,Online,16,4,0,0,0
tx,ho3,8/15/2018,Agent,67,64,55,7,0.104477612
tx,ho3,8/15/2018,Online,240,168,39,12,0.05
tx,ho6,8/15/2018,Agent,3,3,3,1,0.333333333
tx,ho6,8/15/2018,Online,18,6,2,1,0.055555556
tx,ho3,8/16/2018,Agent,73,72,59,11,0.150684932
tx,ho3,8/16/2018,Online,213,161,34,9,0.042253521
tx,ho6,8/16/2018,Agent,4,4,4,0,0
tx,ho6,8/16/2018,Online,23,9,1,1,0.043478261
tx,ho3,8/17/2018,Agent,71,69,63,11,0.154929577
tx,ho3,8/17/2018,Online,217,149,43,16,0.073732719
tx,ho6,8/17/2018,Agent,3,3,3,1,0.333333333
tx,ho6,8/17/2018,Online,20,6,0,0,0
tx,ho3,8/18/2018,Agent,37,36,33,4,0.108108108
tx,ho3,8/18/2018,Online,138,86,23,8,0.057971014
tx,ho6,8/18/2018,Agent,1,1,1,0,0
tx,ho6,8/18/2018,Online,10,3,0,0,0
tx,ho3,8/19/2018,Agent,41,38,35,4,0.097560976
tx,ho3,8/19/2018,Online,123,77,19,6,0.048780488
tx,ho6,8/19/2018,Agent,3,3,2,1,0.333333333
tx,ho6,8/19/2018,Online,13,5,1,1,0.076923077
tx,ho3,8/20/2018,Agent,70,69,62,10,0.142857143
tx,ho3,8/20/2018,Online,198,150,44,16,0.080808081
tx,ho6,8/20/2018,Agent,3,3,3,0,0
tx,ho6,8/20/2018,Online,12,4,2,0,0
tx,ho3,8/21/2018,Agent,82,80,69,11,0.134146341
tx,ho3,8/21/2018,Online,216,141,46,17,0.078703704
tx,ho6,8/21/2018,Agent,4,4,4,0,0
tx,ho6,8/21/2018,Online,14,8,2,1,0.071428571
tx,ho3,8/22/2018,Agent,142,138,69,10,0.070422535
tx,ho3,8/22/2018,Online,329,205,50,11,0.03343465
tx,ho6,8/22/2018,Agent,4,4,1,0,0
tx,ho6,8/22/2018,Online,42,15,3,0,0
tx,ho3,8/23/2018,Agent,121,118,63,8,0.066115702
tx,ho3,8/23/2018,Online,328,204,38,10,0.030487805
tx,ho6,8/23/2018,Agent,11,10,5,2,0.181818182
tx,ho6,8/23/2018,Online,40,8,4,0,0
tx,ho3,8/24/2018,Agent,75,74,56,9,0.12
tx,ho3,8/24/2018,Online,178,121,34,8,0.04494382
tx,ho6,8/24/2018,Agent,3,3,3,1,0.333333333
tx,ho6,8/24/2018,Online,24,10,3,1,0.041666667
tx,ho3,8/25/2018,Agent,33,33,29,4,0.121212121
tx,ho3,8/25/2018,Online,114,71,16,6,0.052631579
tx,ho6,8/25/2018,Agent,3,3,3,0,0
tx,ho6,8/25/2018,Online,13,4,0,0,0
tx,ho3,8/26/2018,Agent,33,32,30,1,0.03030303
tx,ho3,8/26/2018,Online,120,74,16,5,0.041666667
tx,ho6,8/26/2018,Agent,1,1,0,0,0
tx,ho6,8/26/2018,Online,13,2,0,0,0
tx,ho3,8/27/2018,Agent,61,56,44,4,0.06557377
tx,ho3,8/27/2018,Online,196,136,31,6,0.030612245
tx,ho6,8/27/2018,Online,11,4,3,1,0.090909091
tx,ho3,8/28/2018,Agent,64,64,51,7,0.109375
tx,ho3,8/28/2018,Online,214,163,47,15,0.070093458
tx,ho6,8/28/2018,Agent,5,5,4,1,0.2
tx,ho6,8/28/2018,Online,15,9,0,0,0
tx,ho3,8/29/2018,Agent,74,70,57,11,0.148648649
tx,ho3,8/29/2018,Online,193,135,39,11,0.056994819
tx,ho6,8/29/2018,Agent,3,3,3,1,0.333333333
tx,ho6,8/29/2018,Online,18,7,1,1,0.055555556
tx,ho3,8/30/2018,Agent,58,57,49,12,0.206896552
tx,ho3,8/30/2018,Online,172,112,27,8,0.046511628
tx,ho6,8/30/2018,Agent,4,4,2,0,0
tx,ho6,8/30/2018,Online,26,7,1,0,0
tx,ho3,8/31/2018,Agent,55,54,50,10,0.181818182
tx,ho3,8/31/2018,Online,174,127,37,8,0.045977011
tx,ho6,8/31/2018,Agent,3,3,2,1,0.333333333
tx,ho6,8/31/2018,Online,23,8,2,0,0
tx,ho3,9/1/2018,Agent,32,31,28,2,0.0625
tx,ho3,9/1/2018,Online,101,78,19,6,0.059405941
tx,ho6,9/1/2018,Agent,0,0,0,0,0
tx,ho6,9/1/2018,Online,14,4,0,0,0
tx,ho3,9/2/2018,Agent,37,36,30,5,0.135135135
tx,ho3,9/2/2018,Online,84,51,10,2,0.023809524
tx,ho6,9/2/2018,Agent,1,1,1,0,0
tx,ho6,9/2/2018,Online,8,4,1,0,0
tx,ho3,9/3/2018,Agent,30,30,29,2,0.066666667
tx,ho3,9/3/2018,Online,92,62,7,4,0.043478261
tx,ho6,9/3/2018,Agent,1,1,1,0,0
tx,ho6,9/3/2018,Online,15,6,0,0,0
tx,ho3,9/4/2018,Agent,48,46,41,7,0.145833333
tx,ho3,9/4/2018,Online,157,113,20,7,0.044585987
tx,ho6,9/4/2018,Agent,1,1,1,0,0
tx,ho6,9/4/2018,Online,16,7,0,0,0
tx,ho3,9/5/2018,Agent,67,64,56,6,0.089552239
tx,ho3,9/5/2018,Online,168,113,27,15,0.089285714
tx,ho6,9/5/2018,Agent,3,2,2,0,0
tx,ho6,9/5/2018,Online,24,11,2,1,0.041666667
tx,ho3,9/6/2018,Agent,51,51,44,7,0.137254902
tx,ho3,9/6/2018,Online,148,107,33,10,0.067567568
tx,ho6,9/6/2018,Agent,5,5,4,0,0
tx,ho6,9/6/2018,Online,21,9,5,3,0.142857143
tx,ho3,9/7/2018,Agent,58,58,52,11,0.189655172
tx,ho3,9/7/2018,Online,142,107,36,14,0.098591549
tx,ho6,9/7/2018,Agent,3,3,3,1,0.333333333
tx,ho6,9/7/2018,Online,16,6,1,1,0.0625
tx,ho3,9/8/2018,Agent,27,27,26,2,0.074074074
tx,ho3,9/8/2018,Online,103,80,17,5,0.048543689
tx,ho6,9/8/2018,Agent,4,4,3,0,0
tx,ho6,9/8/2018,Online,14,7,0,0,0
tx,ho3,9/9/2018,Agent,28,28,26,1,0.035714286
tx,ho3,9/9/2018,Online,84,49,19,5,0.05952381
tx,ho6,9/9/2018,Online,13,4,1,1,0.076923077
tx,ho3,9/10/2018,Agent,73,72,68,9,0.123287671
tx,ho3,9/10/2018,Online,140,97,31,15,0.107142857
tx,ho6,9/10/2018,Agent,4,4,4,0,0
tx,ho6,9/10/2018,Online,14,6,3,1,0.071428571
tx,ho3,9/11/2018,Agent,69,68,60,18,0.260869565
tx,ho3,9/11/2018,Online,169,117,42,18,0.106508876
tx,ho6,9/11/2018,Agent,3,3,2,0,0
tx,ho6,9/11/2018,Online,21,9,3,2,0.095238095
tx,ho3,9/12/2018,Agent,70,70,60,11,0.157142857
tx,ho3,9/12/2018,Online,175,131,38,16,0.091428571
tx,ho6,9/12/2018,Agent,3,3,3,1,0.333333333
tx,ho6,9/12/2018,Online,23,13,1,0,0
tx,ho3,9/13/2018,Agent,75,75,67,8,0.106666667
tx,ho3,9/13/2018,Online,169,122,31,10,0.059171598
tx,ho6,9/13/2018,Agent,4,4,3,0,0
tx,ho6,9/13/2018,Online,16,5,2,1,0.0625
tx,ho3,9/14/2018,Agent,71,70,62,8,0.112676056
tx,ho3,9/14/2018,Online,155,107,32,14,0.090322581
tx,ho6,9/14/2018,Agent,1,1,1,0,0
tx,ho6,9/14/2018,Online,15,9,0,0,0
tx,ho3,9/15/2018,Agent,31,30,26,1,0.032258065
tx,ho3,9/15/2018,Online,88,58,22,9,0.102272727
tx,ho6,9/15/2018,Online,11,8,4,0,0
tx,ho3,9/16/2018,Agent,28,28,24,0,0
tx,ho3,9/16/2018,Online,90,55,15,5,0.055555556
tx,ho6,9/16/2018,Agent,2,2,2,0,0
tx,ho6,9/16/2018,Online,8,4,2,2,0.25
tx,ho3,9/17/2018,Agent,55,55,47,9,0.163636364
tx,ho3,9/17/2018,Online,153,111,27,9,0.058823529
tx,ho6,9/17/2018,Online,19,6,0,0,0
tx,ho3,9/18/2018,Agent,69,67,57,9,0.130434783
tx,ho3,9/18/2018,Online,152,113,29,11,0.072368421
tx,ho6,9/18/2018,Agent,3,3,2,1,0.333333333
tx,ho6,9/18/2018,Online,12,10,4,2,0.166666667
tx,ho3,9/19/2018,Agent,56,54,51,7,0.125
tx,ho3,9/19/2018,Online,162,121,29,9,0.055555556
tx,ho6,9/19/2018,Agent,6,6,6,3,0.5
tx,ho6,9/19/2018,Online,24,10,3,2,0.083333333
tx,ho3,9/20/2018,Agent,117,115,76,14,0.11965812
tx,ho3,9/20/2018,Online,1830,1140,240,11,0.006010929
tx,ho6,9/20/2018,Agent,9,9,2,1,0.111111111
tx,ho6,9/20/2018,Online,160,50,0,0,0
tx,ho3,9/21/2018,Agent,75,73,58,12,0.16
tx,ho3,9/21/2018,Online,1390,1020,350,14,0.010071942
tx,ho6,9/21/2018,Online,190,90,2,2,0.010526316
tx,ho3,9/22/2018,Agent,48,47,43,6,0.125
tx,ho3,9/22/2018,Online,133,93,26,10,0.07518797
tx,ho6,9/22/2018,Agent,1,1,1,0,0
tx,ho6,9/22/2018,Online,19,3,0,0,0
tx,ho3,9/23/2018,Agent,45,44,41,5,0.111111111
tx,ho3,9/23/2018,Online,84,62,15,4,0.047619048
tx,ho6,9/23/2018,Agent,3,3,3,0,0
tx,ho6,9/23/2018,Online,11,8,1,0,0
tx,ho3,9/24/2018,Agent,60,59,51,8,0.133333333
tx,ho3,9/24/2018,Online,136,95,20,9,0.066176471
tx,ho6,9/24/2018,Agent,1,1,1,1,1
tx,ho6,9/24/2018,Online,18,8,2,0,0
tx,ho3,9/25/2018,Agent,104,104,76,18,0.173076923
tx,ho3,9/25/2018,Online,221,159,52,14,0.063348416
tx,ho6,9/25/2018,Agent,4,4,3,1,0.25
tx,ho6,9/25/2018,Online,30,10,3,0,0
tx,ho3,9/26/2018,Agent,54,51,42,7,0.12962963
tx,ho3,9/26/2018,Online,196,127,35,18,0.091836735
tx,ho6,9/26/2018,Agent,2,2,2,0,0
tx,ho6,9/26/2018,Online,24,8,1,0,0
tx,ho3,9/27/2018,Agent,63,62,55,9,0.142857143
tx,ho3,9/27/2018,Online,143,101,31,12,0.083916084
tx,ho6,9/27/2018,Agent,1,1,1,0,0
tx,ho6,9/27/2018,Online,21,8,3,2,0.095238095
tx,ho3,9/28/2018,Agent,64,63,53,7,0.109375
tx,ho3,9/28/2018,Online,144,101,32,10,0.069444444
tx,ho6,9/28/2018,Agent,3,2,2,0,0
tx,ho6,9/28/2018,Online,10,6,2,1,0.1
tx,ho3,9/29/2018,Agent,42,42,28,7,0.166666667
tx,ho3,9/29/2018,Online,127,90,34,8,0.062992126
tx,ho6,9/29/2018,Agent,1,1,1,0,0
tx,ho6,9/29/2018,Online,16,6,4,2,0.125
tx,ho3,9/30/2018,Agent,31,31,27,2,0.064516129
tx,ho3,9/30/2018,Online,84,48,19,6,0.071428571
tx,ho6,9/30/2018,Online,7,1,0,0,0
wi,ho3,8/22/2018,Online,2,2,2,0,0
wi,ho6,8/22/2018,Agent,1,1,1,0,0
wi,ho3,8/23/2018,Agent,3,3,3,0,0
wi,ho3,8/23/2018,Online,2,2,0,0,0
wi,ho6,8/23/2018,Agent,1,1,0,0,0
wi,ho3,8/24/2018,Agent,3,3,3,0,0
wi,ho3,8/24/2018,Online,5,1,0,0,0
wi,ho6,8/24/2018,Online,0,0,0,0,0
wi,ho3,8/25/2018,Agent,3,3,3,1,0.333333333
wi,ho3,8/25/2018,Online,1,0,0,0,0
wi,ho3,8/26/2018,Agent,1,1,1,0,0
wi,ho3,8/26/2018,Online,1,1,0,0,0
wi,ho3,8/27/2018,Agent,4,4,4,0,0
wi,ho3,8/27/2018,Online,5,3,0,0,0
wi,ho3,8/28/2018,Agent,3,3,3,0,0
wi,ho3,8/28/2018,Online,3,1,0,0,0
wi,ho6,8/28/2018,Online,0,0,0,0,0
wi,ho3,8/29/2018,Agent,2,2,2,0,0
wi,ho3,8/29/2018,Online,3,3,0,0,0
wi,ho6,8/29/2018,Online,2,1,1,0,0
wi,ho3,8/30/2018,Agent,1,1,1,0,0
wi,ho3,8/30/2018,Online,2,2,0,0,0
wi,ho6,8/30/2018,Agent,1,1,1,0,0
wi,ho6,8/30/2018,Online,1,1,1,1,1
wi,ho3,8/31/2018,Agent,2,2,2,1,0.5
wi,ho3,8/31/2018,Online,8,5,0,0,0
