state,product_,date,created_by,leads,prelim_quotes,final_qotes,purchases,cr
il,ho6,8/17/2018,Online,3,0,0,0,0
il,ho3,8/18/2018,Agent,7,6,6,0,0
il,ho3,8/18/2018,Online,21,15,4,2,0.095238095
il,ho6,8/18/2018,Agent,1,1,1,0,0
il,ho6,8/18/2018,Online,3,1,1,1,0.333333333
il,ho3,8/19/2018,Agent,8,8,7,0,0
il,ho3,8/19/2018,Online,12,7,0,0,0
il,ho6,8/19/2018,Agent,1,1,0,0,0
il,ho6,8/19/2018,Online,5,5,1,1,0.2
il,ho3,8/20/2018,Agent,13,12,11,0,0
il,ho3,8/20/2018,Online,25,15,2,1,0.04
il,ho6,8/20/2018,Agent,1,1,1,1,1
il,ho6,8/20/2018,Online,4,2,1,0,0
il,ho3,8/21/2018,Agent,11,10,6,3,0.272727273
il,ho3,8/21/2018,Online,25,15,2,1,0.04
il,ho6,8/21/2018,Agent,3,3,2,0,0
il,ho6,8/21/2018,Online,3,1,0,0,0
il,ho3,8/22/2018,Agent,71,70,23,0,0
il,ho3,8/22/2018,Online,144,52,8,1,0.006944444
il,ho6,8/22/2018,Agent,30,30,11,2,0.066666667
il,ho6,8/22/2018,Online,43,14,8,1,0.023255814
il,ho3,8/23/2018,Agent,65,64,15,2,0.030769231
il,ho3,8/23/2018,Online,117,40,4,1,0.008547009
il,ho6,8/23/2018,Agent,19,19,7,0,0
il,ho6,8/23/2018,Online,32,10,3,0,0
il,ho3,8/24/2018,Agent,11,11,3,1,0.090909091
il,ho3,8/24/2018,Online,22,7,1,0,0
il,ho6,8/24/2018,Agent,11,11,6,2,0.181818182
il,ho6,8/24/2018,Online,8,4,1,0,0
il,ho3,8/25/2018,Agent,10,10,3,0,0
il,ho3,8/25/2018,Online,24,11,2,1,0.041666667
il,ho6,8/25/2018,Agent,2,2,1,1,0.5
il,ho6,8/25/2018,Online,6,3,3,2,0.333333333
il,ho3,8/26/2018,Agent,3,2,1,1,0.333333333
il,ho3,8/26/2018,Online,30,21,5,2,0.066666667
il,ho6,8/26/2018,Online,4,1,1,1,0.25
il,ho3,8/27/2018,Agent,7,6,3,0,0
il,ho3,8/27/2018,Online,26,17,2,0,0
il,ho6,8/27/2018,Agent,4,4,3,1,0.25
il,ho6,8/27/2018,Online,5,3,2,1,0.2
il,ho3,8/28/2018,Agent,10,9,7,0,0
il,ho3,8/28/2018,Online,22,12,2,0,0
il,ho6,8/28/2018,Agent,2,2,1,0,0
il,ho6,8/28/2018,Online,7,5,4,2,0.285714286
il,ho3,8/29/2018,Agent,6,6,4,0,0
il,ho3,8/29/2018,Online,24,15,1,1,0.041666667
il,ho6,8/29/2018,Online,9,8,5,3,0.333333333
il,ho3,8/30/2018,Agent,10,10,10,0,0
il,ho3,8/30/2018,Online,26,17,7,3,0.115384615
il,ho6,8/30/2018,Agent,2,2,1,1,0.5
il,ho6,8/30/2018,Online,4,2,1,0,0
il,ho3,8/31/2018,Agent,4,4,4,1,0.25
il,ho3,8/31/2018,Online,29,23,9,2,0.068965517
il,ho6,8/31/2018,Agent,5,5,4,2,0.4
il,ho6,8/31/2018,Online,8,5,1,1,0.125
il,ho3,9/1/2018,Agent,4,4,4,0,0
il,ho3,9/1/2018,Online,16,7,3,2,0.125
il,ho6,9/1/2018,Agent,2,2,1,0,0
il,ho6,9/1/2018,Online,2,2,1,1,0.5
il,ho3,9/2/2018,Agent,4,4,2,0,0
il,ho3,9/2/2018,Online,14,10,3,2,0.142857143
il,ho6,9/2/2018,Agent,1,1,1,1,1
il,ho6,9/2/2018,Online,2,2,0,0,0
il,ho3,9/3/2018,Agent,4,4,3,1,0.25
il,ho3,9/3/2018,Online,11,8,2,2,0.181818182
il,ho6,9/3/2018,Agent,3,3,2,1,0.333333333
il,ho6,9/3/2018,Online,3,1,1,1,0.333333333
il,ho3,9/4/2018,Agent,11,11,11,2,0.181818182
il,ho3,9/4/2018,Online,27,14,1,0,0
il,ho6,9/4/2018,Agent,2,2,2,0,0
il,ho6,9/4/2018,Online,8,4,2,1,0.125
il,ho3,9/5/2018,Agent,6,6,5,1,0.166666667
il,ho3,9/5/2018,Online,29,19,2,1,0.034482759
il,ho6,9/5/2018,Agent,3,3,2,0,0
il,ho6,9/5/2018,Online,3,1,0,0,0
il,ho3,9/6/2018,Agent,4,4,4,0,0
il,ho3,9/6/2018,Online,22,18,1,0,0
il,ho6,9/6/2018,Agent,3,3,3,0,0
il,ho6,9/6/2018,Online,4,3,1,1,0.25
il,ho3,9/7/2018,Agent,7,7,5,0,0
il,ho3,9/7/2018,Online,19,16,1,0,0
il,ho6,9/7/2018,Online,7,4,0,0,0
il,ho3,9/8/2018,Agent,5,5,5,0,0
il,ho3,9/8/2018,Online,11,7,1,0,0
il,ho6,9/8/2018,Agent,1,1,1,0,0
il,ho6,9/8/2018,Online,3,3,0,0,0
il,ho3,9/9/2018,Agent,4,3,2,1,0.25
il,ho3,9/9/2018,Online,14,7,1,0,0
il,ho6,9/9/2018,Agent,1,1,1,1,1
il,ho6,9/9/2018,Online,3,2,1,1,0.333333333
il,ho3,9/10/2018,Agent,6,6,2,0,0
il,ho3,9/10/2018,Online,18,11,2,0,0
il,ho6,9/10/2018,Agent,1,1,1,0,0
il,ho6,9/10/2018,Online,6,4,3,2,0.333333333
il,ho3,9/11/2018,Agent,9,9,7,2,0.222222222
il,ho3,9/11/2018,Online,15,10,3,1,0.066666667
il,ho6,9/11/2018,Agent,1,1,1,0,0
il,ho6,9/11/2018,Online,3,2,0,0,0
il,ho3,9/12/2018,Agent,7,7,6,1,0.142857143
il,ho3,9/12/2018,Online,20,13,2,0,0
il,ho6,9/12/2018,Online,7,5,3,3,0.428571429
il,ho3,9/13/2018,Agent,7,7,6,0,0
il,ho3,9/13/2018,Online,15,11,2,1,0.066666667
il,ho6,9/13/2018,Agent,4,4,4,0,0
il,ho6,9/13/2018,Online,4,2,1,1,0.25
il,ho3,9/14/2018,Agent,6,6,2,1,0.166666667
il,ho3,9/14/2018,Online,23,18,3,1,0.043478261
il,ho6,9/14/2018,Agent,2,2,2,0,0
il,ho6,9/14/2018,Online,7,4,3,2,0.285714286
il,ho3,9/15/2018,Agent,4,4,4,0,0
il,ho3,9/15/2018,Online,10,8,1,0,0
il,ho6,9/15/2018,Agent,4,4,4,0,0
il,ho6,9/15/2018,Online,4,4,1,1,0.25
il,ho3,9/16/2018,Agent,7,7,5,0,0
il,ho3,9/16/2018,Online,14,7,0,0,0
il,ho6,9/16/2018,Agent,1,1,1,0,0
il,ho6,9/16/2018,Online,2,0,0,0,0
il,ho3,9/17/2018,Agent,11,11,10,2,0.181818182
il,ho3,9/17/2018,Online,16,11,2,2,0.125
il,ho6,9/17/2018,Agent,2,2,2,0,0
il,ho6,9/17/2018,Online,6,6,2,1,0.166666667
il,ho3,9/18/2018,Agent,9,9,7,0,0
il,ho3,9/18/2018,Online,24,14,4,0,0
il,ho6,9/18/2018,Agent,2,2,2,0,0
il,ho6,9/18/2018,Online,5,1,0,0,0
il,ho3,9/19/2018,Agent,13,13,11,1,0.076923077
il,ho3,9/19/2018,Online,30,19,3,1,0.033333333
il,ho6,9/19/2018,Agent,3,3,3,1,0.333333333
il,ho6,9/19/2018,Online,7,6,3,2,0.285714286
il,ho3,9/20/2018,Agent,39,37,11,2,0.051282051
il,ho3,9/20/2018,Online,61,30,7,4,0.06557377
il,ho6,9/20/2018,Agent,17,16,10,1,0.058823529
il,ho6,9/20/2018,Online,15,11,4,3,0.2
il,ho3,9/21/2018,Agent,18,18,11,0,0
il,ho3,9/21/2018,Online,31,22,7,2,0.064516129
il,ho6,9/21/2018,Agent,3,2,1,0,0
il,ho6,9/21/2018,Online,9,6,3,0,0
il,ho3,9/22/2018,Agent,6,6,2,2,0.333333333
il,ho3,9/22/2018,Online,17,13,1,1,0.058823529
il,ho6,9/22/2018,Online,5,4,3,1,0.2
il,ho3,9/23/2018,Agent,4,4,1,0,0
il,ho3,9/23/2018,Online,18,12,2,1,0.055555556
il,ho6,9/23/2018,Online,1,0,0,0,0
il,ho3,9/24/2018,Agent,9,9,8,0,0
il,ho3,9/24/2018,Online,29,16,4,1,0.034482759
il,ho6,9/24/2018,Agent,1,1,1,0,0
il,ho6,9/24/2018,Online,6,5,2,1,0.166666667
il,ho3,9/25/2018,Agent,42,42,17,4,0.095238095
il,ho3,9/25/2018,Online,77,40,17,5,0.064935065
il,ho6,9/25/2018,Agent,7,7,4,1,0.142857143
il,ho6,9/25/2018,Online,19,14,5,2,0.105263158
il,ho3,9/26/2018,Agent,14,14,9,1,0.071428571
il,ho3,9/26/2018,Online,24,13,4,1,0.041666667
il,ho6,9/26/2018,Agent,3,3,1,0,0
il,ho6,9/26/2018,Online,9,5,1,1,0.111111111
il,ho3,9/27/2018,Agent,9,9,7,1,0.111111111
il,ho3,9/27/2018,Online,16,11,4,1,0.0625
il,ho6,9/27/2018,Agent,2,2,1,0,0
il,ho6,9/27/2018,Online,9,2,1,0,0
il,ho3,9/28/2018,Agent,17,17,11,4,0.235294118
il,ho3,9/28/2018,Online,51,38,11,0,0
il,ho6,9/28/2018,Agent,2,2,2,0,0
il,ho6,9/28/2018,Online,14,6,0,0,0
il,ho3,9/29/2018,Agent,14,14,8,0,0
il,ho3,9/29/2018,Online,50,27,7,0,0
il,ho6,9/29/2018,Agent,3,3,1,0,0
il,ho6,9/29/2018,Online,5,3,0,0,0
il,ho3,9/30/2018,Agent,10,10,5,0,0
il,ho3,9/30/2018,Online,23,16,3,1,0.043478261
il,ho6,9/30/2018,Agent,2,2,2,1,0.5
il,ho6,9/30/2018,Online,7,1,1,0,0
md,ho3,7/13/2018,Agent,2,2,1,0,0
md,ho3,7/13/2018,Online,9,7,5,0,0
md,ho6,7/13/2018,Online,4,2,0,0,0
md,ho3,7/14/2018,Online,12,7,3,0,0
md,ho6,7/14/2018,Online,1,1,0,0,0
md,ho3,7/15/2018,Agent,5,5,4,0,0
md,ho3,7/15/2018,Online,18,16,4,2,0.111111111
md,ho6,7/15/2018,Online,1,0,0,0,0
md,ho3,7/16/2018,Agent,3,3,3,1,0.333333333
md,ho3,7/16/2018,Online,14,8,2,1,0.071428571
md,ho6,7/16/2018,Agent,1,1,1,0,0
md,ho6,7/16/2018,Online,2,2,1,1,0.5
md,ho3,7/17/2018,Agent,4,4,4,0,0
md,ho3,7/17/2018,Online,13,9,2,1,0.076923077
md,ho6,7/17/2018,Agent,1,1,1,0,0
md,ho6,7/17/2018,Online,1,0,0,0,0
md,ho3,7/18/2018,Agent,1,1,1,0,0
md,ho3,7/18/2018,Online,9,4,0,0,0
md,ho6,7/18/2018,Online,1,0,0,0,0
md,ho3,7/19/2018,Agent,3,3,3,2,0.666666667
md,ho3,7/19/2018,Online,15,12,1,0,0
md,ho6,7/19/2018,Online,1,0,0,0,0
md,ho3,7/20/2018,Agent,2,2,2,0,0
md,ho3,7/20/2018,Online,9,5,2,1,0.111111111
md,ho6,7/20/2018,Online,2,2,0,0,0
md,ho3,7/21/2018,Agent,5,4,4,1,0.2
md,ho3,7/21/2018,Online,9,5,3,0,0
md,ho3,7/22/2018,Agent,2,2,2,0,0
md,ho3,7/22/2018,Online,13,7,1,0,0
md,ho6,7/22/2018,Online,3,2,0,0,0
md,ho3,7/23/2018,Agent,3,3,3,0,0
md,ho3,7/23/2018,Online,14,6,1,1,0.071428571
md,ho6,7/23/2018,Online,4,1,1,1,0.25
md,ho3,7/24/2018,Agent,3,3,3,0,0
md,ho3,7/24/2018,Online,20,18,4,1,0.05
md,ho6,7/24/2018,Online,1,0,0,0,0
md,ho3,7/25/2018,Agent,1,1,1,0,0
md,ho3,7/25/2018,Online,10,5,2,0,0
md,ho6,7/25/2018,Agent,1,1,1,0,0
md,ho6,7/25/2018,Online,2,1,1,0,0
md,ho3,7/26/2018,Agent,4,4,4,1,0.25
md,ho3,7/26/2018,Online,11,7,2,1,0.090909091
md,ho6,7/26/2018,Online,4,2,1,0,0
md,ho3,7/27/2018,Agent,2,2,1,0,0
md,ho3,7/27/2018,Online,13,5,1,1,0.076923077
md,ho6,7/27/2018,Online,3,1,0,0,0
md,ho3,7/28/2018,Agent,4,4,4,1,0.25
md,ho3,7/28/2018,Online,5,1,0,0,0
md,ho3,7/29/2018,Agent,1,1,1,0,0
md,ho3,7/29/2018,Online,9,6,2,2,0.222222222
md,ho6,7/29/2018,Online,2,0,0,0,0
md,ho3,7/30/2018,Agent,4,4,4,1,0.25
md,ho3,7/30/2018,Online,19,9,1,1,0.052631579
md,ho6,7/30/2018,Agent,1,1,1,0,0
md,ho6,7/30/2018,Online,3,1,0,0,0
md,ho3,7/31/2018,Agent,4,4,4,1,0.25
md,ho3,7/31/2018,Online,16,8,3,0,0
md,ho6,7/31/2018,Online,3,1,0,0,0
md,ho3,8/1/2018,Agent,1,1,1,0,0
md,ho3,8/1/2018,Online,12,10,3,2,0.166666667
md,ho6,8/1/2018,Agent,2,2,2,0,0
md,ho6,8/1/2018,Online,2,2,1,1,0.5
md,ho3,8/2/2018,Agent,5,5,4,1,0.2
md,ho3,8/2/2018,Online,10,5,0,0,0
md,ho6,8/2/2018,Online,2,1,0,0,0
md,ho3,8/3/2018,Agent,1,1,1,1,1
md,ho3,8/3/2018,Online,9,6,2,1,0.111111111
md,ho6,8/3/2018,Online,2,2,0,0,0
md,ho3,8/4/2018,Agent,1,1,1,0,0
md,ho3,8/4/2018,Online,1,1,1,0,0
md,ho6,8/4/2018,Online,5,2,0,0,0
md,ho3,8/5/2018,Agent,2,2,2,0,0
md,ho3,8/5/2018,Online,9,5,0,0,0
md,ho6,8/5/2018,Agent,1,1,1,0,0
md,ho6,8/5/2018,Online,1,0,0,0,0
md,ho3,8/6/2018,Agent,4,4,4,3,0.75
md,ho3,8/6/2018,Online,10,5,1,0,0
md,ho6,8/6/2018,Online,0,0,0,0,0
md,ho3,8/7/2018,Agent,6,5,4,1,0.166666667
md,ho3,8/7/2018,Online,9,5,1,1,0.111111111
md,ho6,8/7/2018,Agent,1,1,1,0,0
md,ho6,8/7/2018,Online,4,2,1,1,0.25
md,ho3,8/8/2018,Agent,5,4,4,1,0.2
md,ho3,8/8/2018,Online,8,4,0,0,0
md,ho6,8/8/2018,Online,2,2,1,0,0
md,ho3,8/9/2018,Agent,6,6,6,2,0.333333333
md,ho3,8/9/2018,Online,13,8,5,4,0.307692308
md,ho6,8/9/2018,Agent,2,2,2,0,0
md,ho6,8/9/2018,Online,2,0,0,0,0
md,ho3,8/10/2018,Agent,5,4,4,0,0
md,ho3,8/10/2018,Online,8,6,1,1,0.125
md,ho6,8/10/2018,Online,3,1,0,0,0
md,ho3,8/11/2018,Agent,1,1,1,0,0
md,ho3,8/11/2018,Online,3,3,3,2,0.666666667
md,ho6,8/11/2018,Online,1,0,0,0,0
md,ho3,8/12/2018,Agent,2,2,2,0,0
md,ho3,8/12/2018,Online,10,3,1,0,0
md,ho3,8/13/2018,Agent,6,6,6,1,0.166666667
md,ho3,8/13/2018,Online,14,10,5,4,0.285714286
md,ho6,8/13/2018,Agent,1,1,1,1,1
md,ho6,8/13/2018,Online,2,1,0,0,0
md,ho3,8/14/2018,Agent,6,6,5,2,0.333333333
md,ho3,8/14/2018,Online,14,6,2,2,0.142857143
md,ho6,8/14/2018,Online,2,1,0,0,0
md,ho3,8/15/2018,Agent,6,4,4,2,0.333333333
md,ho3,8/15/2018,Online,10,1,1,0,0
md,ho6,8/15/2018,Online,1,1,0,0,0
md,ho3,8/16/2018,Agent,3,3,3,1,0.333333333
md,ho3,8/16/2018,Online,15,11,1,0,0
md,ho6,8/16/2018,Agent,3,3,3,0,0
md,ho6,8/16/2018,Online,2,1,0,0,0
md,ho3,8/17/2018,Agent,4,3,2,1,0.25
md,ho3,8/17/2018,Online,6,3,1,1,0.166666667
md,ho6,8/17/2018,Online,1,1,0,0,0
md,ho3,8/18/2018,Agent,1,1,1,1,1
md,ho3,8/18/2018,Online,8,4,2,1,0.125
md,ho6,8/18/2018,Agent,1,1,1,0,0
md,ho3,8/19/2018,Agent,2,2,2,1,0.5
md,ho3,8/19/2018,Online,6,2,0,0,0
md,ho6,8/19/2018,Online,1,0,0,0,0
md,ho3,8/20/2018,Agent,6,5,5,0,0
md,ho3,8/20/2018,Online,11,6,2,1,0.090909091
md,ho3,8/21/2018,Agent,3,3,2,0,0
md,ho3,8/21/2018,Online,6,5,2,1,0.166666667
md,ho6,8/21/2018,Online,2,0,0,0,0
md,ho3,8/22/2018,Agent,76,74,15,4,0.052631579
md,ho3,8/22/2018,Online,148,38,12,1,0.006756757
md,ho6,8/22/2018,Agent,13,10,4,1,0.076923077
md,ho6,8/22/2018,Online,34,10,1,0,0
md,ho3,8/23/2018,Agent,70,69,15,3,0.042857143
md,ho3,8/23/2018,Online,141,48,10,3,0.021276596
md,ho6,8/23/2018,Agent,11,10,2,0,0
md,ho6,8/23/2018,Online,21,9,5,0,0
md,ho3,8/24/2018,Agent,13,11,4,0,0
md,ho3,8/24/2018,Online,26,5,0,0,0
md,ho6,8/24/2018,Agent,2,2,1,0,0
md,ho6,8/24/2018,Online,2,0,0,0,0
md,ho3,8/25/2018,Agent,3,3,0,0,0
md,ho3,8/25/2018,Online,15,7,3,0,0
md,ho6,8/25/2018,Agent,1,1,1,0,0
md,ho6,8/25/2018,Online,3,1,0,0,0
md,ho3,8/26/2018,Agent,4,4,2,1,0.25
md,ho3,8/26/2018,Online,10,7,3,2,0.2
md,ho3,8/27/2018,Agent,8,7,2,0,0
md,ho3,8/27/2018,Online,17,11,3,0,0
md,ho6,8/27/2018,Online,0,0,0,0,0
md,ho3,8/28/2018,Agent,6,6,3,1,0.166666667
md,ho3,8/28/2018,Online,17,4,1,1,0.058823529
md,ho6,8/28/2018,Agent,1,1,0,1,1
md,ho6,8/28/2018,Online,5,2,1,0,0
md,ho3,8/29/2018,Agent,11,10,6,0,0
md,ho3,8/29/2018,Online,21,12,4,3,0.142857143
md,ho6,8/29/2018,Online,4,1,0,0,0
md,ho3,8/30/2018,Agent,10,10,7,1,0.1
md,ho3,8/30/2018,Online,13,5,1,0,0
md,ho6,8/30/2018,Agent,1,1,1,0,0
md,ho6,8/30/2018,Online,4,1,0,0,0
md,ho3,8/31/2018,Agent,2,2,2,0,0
md,ho3,8/31/2018,Online,7,2,0,0,0
md,ho6,8/31/2018,Online,3,2,0,0,0
md,ho3,9/1/2018,Agent,2,2,1,0,0
md,ho3,9/1/2018,Online,4,3,0,0,0
md,ho6,9/1/2018,Online,1,0,0,0,0
md,ho3,9/2/2018,Agent,1,1,1,0,0
md,ho3,9/2/2018,Online,8,3,0,0,0
md,ho6,9/2/2018,Online,0,0,0,0,0
md,ho3,9/3/2018,Agent,3,3,3,0,0
md,ho3,9/3/2018,Online,9,5,2,0,0
md,ho6,9/3/2018,Online,1,0,0,0,0
md,ho3,9/4/2018,Agent,3,3,3,0,0
md,ho3,9/4/2018,Online,11,6,0,0,0
md,ho6,9/4/2018,Agent,1,1,1,1,1
md,ho3,9/5/2018,Agent,1,1,0,0,0
md,ho3,9/5/2018,Online,9,3,1,1,0.111111111
md,ho6,9/5/2018,Agent,1,1,1,1,1
md,ho3,9/6/2018,Agent,6,5,4,1,0.166666667
md,ho3,9/6/2018,Online,10,3,1,1,0.1
md,ho6,9/6/2018,Agent,2,2,2,0,0
md,ho6,9/6/2018,Online,3,2,1,1,0.333333333
md,ho3,9/7/2018,Agent,1,1,1,0,0
md,ho3,9/7/2018,Online,5,3,0,0,0
md,ho6,9/7/2018,Online,1,0,0,0,0
md,ho3,9/8/2018,Agent,2,2,1,0,0
md,ho3,9/8/2018,Online,5,3,2,2,0.4
md,ho6,9/8/2018,Online,1,0,0,0,0
md,ho3,9/9/2018,Agent,2,2,2,0,0
md,ho3,9/9/2018,Online,11,8,1,0,0
md,ho6,9/9/2018,Online,2,0,0,0,0
md,ho3,9/10/2018,Agent,5,5,5,2,0.4
md,ho3,9/10/2018,Online,8,4,2,1,0.125
md,ho3,9/11/2018,Agent,4,2,2,0,0
md,ho3,9/11/2018,Online,13,3,1,1,0.076923077
md,ho6,9/11/2018,Online,3,0,0,0,0
md,ho3,9/12/2018,Agent,1,1,1,0,0
md,ho3,9/12/2018,Online,13,1,0,0,0
md,ho6,9/12/2018,Online,2,0,0,0,0
md,ho3,9/13/2018,Agent,4,4,4,0,0
md,ho3,9/13/2018,Online,16,3,2,1,0.0625
md,ho6,9/13/2018,Agent,2,2,2,1,0.5
md,ho6,9/13/2018,Online,4,2,1,1,0.25
md,ho3,9/14/2018,Online,13,3,0,0,0
md,ho6,9/14/2018,Online,2,1,0,0,0
md,ho3,9/15/2018,Agent,1,1,0,0,0
md,ho3,9/15/2018,Online,9,2,1,0,0
md,ho6,9/15/2018,Online,2,0,0,0,0
md,ho3,9/16/2018,Agent,3,3,3,1,0.333333333
md,ho3,9/16/2018,Online,12,4,1,1,0.083333333
md,ho6,9/16/2018,Online,1,0,0,0,0
md,ho3,9/17/2018,Agent,4,4,4,0,0
md,ho3,9/17/2018,Online,9,5,2,1,0.111111111
md,ho6,9/17/2018,Online,2,0,0,0,0
md,ho3,9/18/2018,Agent,4,4,4,0,0
md,ho3,9/18/2018,Online,17,11,3,1,0.058823529
md,ho6,9/18/2018,Agent,1,1,1,0,0
md,ho6,9/18/2018,Online,3,2,1,1,0.333333333
md,ho3,9/19/2018,Agent,5,5,5,2,0.4
md,ho3,9/19/2018,Online,10,6,2,0,0
md,ho6,9/19/2018,Agent,1,1,1,0,0
md,ho6,9/19/2018,Online,3,3,1,1,0.333333333
md,ho3,9/20/2018,Agent,27,27,5,1,0.037037037
md,ho3,9/20/2018,Online,49,18,6,1,0.020408163
md,ho6,9/20/2018,Agent,5,5,1,0,0
md,ho6,9/20/2018,Online,9,2,1,0,0
md,ho3,9/21/2018,Agent,8,8,4,0,0
md,ho3,9/21/2018,Online,25,12,3,1,0.04
md,ho6,9/21/2018,Agent,2,2,1,0,0
md,ho6,9/21/2018,Online,1,1,0,0,0
md,ho3,9/22/2018,Agent,3,3,2,1,0.333333333
md,ho3,9/22/2018,Online,19,8,3,1,0.052631579
md,ho6,9/22/2018,Online,2,1,0,0,0
md,ho3,9/23/2018,Agent,2,2,2,0,0
md,ho3,9/23/2018,Online,5,3,1,1,0.2
md,ho6,9/23/2018,Agent,1,1,1,0,0
md,ho6,9/23/2018,Online,3,1,1,0,0
md,ho3,9/24/2018,Agent,6,5,4,4,0.666666667
md,ho3,9/24/2018,Online,11,5,1,0,0
md,ho6,9/24/2018,Online,2,1,0,0,0
md,ho3,9/25/2018,Agent,22,22,7,2,0.090909091
md,ho3,9/25/2018,Online,65,31,9,4,0.061538462
md,ho6,9/25/2018,Agent,1,1,0,0,0
md,ho6,9/25/2018,Online,9,2,1,0,0
md,ho3,9/26/2018,Agent,6,6,5,2,0.333333333
md,ho3,9/26/2018,Online,14,8,1,0,0
md,ho6,9/26/2018,Online,3,1,0,0,0
md,ho3,9/27/2018,Agent,6,6,3,1,0.166666667
md,ho3,9/27/2018,Online,15,7,1,0,0
md,ho6,9/27/2018,Agent,1,1,1,1,1
md,ho6,9/27/2018,Online,1,0,0,0,0
md,ho3,9/28/2018,Agent,8,8,6,0,0
md,ho3,9/28/2018,Online,15,7,4,1,0.066666667
md,ho6,9/28/2018,Agent,1,1,1,0,0
md,ho6,9/28/2018,Online,4,2,0,0,0
md,ho3,9/29/2018,Agent,5,5,2,0,0
md,ho3,9/29/2018,Online,15,6,3,1,0.066666667
md,ho6,9/29/2018,Agent,1,1,0,0,0
md,ho6,9/29/2018,Online,3,3,1,0,0
md,ho3,9/30/2018,Agent,2,2,2,1,0.5
md,ho3,9/30/2018,Online,10,6,2,1,0.1
md,ho6,9/30/2018,Agent,0,0,0,0,0
md,ho6,9/30/2018,Online,1,0,0,0,0
ms,ho3,7/1/2018,Agent,2,2,2,0,0
ms,ho3,7/1/2018,Online,10,6,0,0,0
ms,ho3,7/2/2018,Agent,4,3,2,0,0
ms,ho3,7/2/2018,Online,22,14,5,0,0
ms,ho3,7/3/2018,Agent,5,5,5,0,0
ms,ho3,7/3/2018,Online,20,12,5,1,0.05
ms,ho3,7/4/2018,Agent,5,5,5,0,0
ms,ho3,7/4/2018,Online,14,9,3,0,0
ms,ho3,7/5/2018,Agent,5,5,5,0,0
ms,ho3,7/5/2018,Online,13,6,2,0,0
ms,ho3,7/6/2018,Agent,2,2,2,0,0
ms,ho3,7/6/2018,Online,16,7,3,1,0.0625
ms,ho3,7/7/2018,Agent,3,3,3,1,0.333333333
ms,ho3,7/7/2018,Online,17,9,2,0,0
ms,ho3,7/8/2018,Agent,1,1,1,0,0
ms,ho3,7/8/2018,Online,8,6,2,0,0
ms,ho3,7/9/2018,Agent,3,2,1,1,0.333333333
ms,ho3,7/9/2018,Online,11,8,3,1,0.090909091
ms,ho3,7/10/2018,Agent,7,7,6,0,0
ms,ho3,7/10/2018,Online,13,8,2,0,0
ms,ho3,7/11/2018,Agent,4,4,3,0,0
ms,ho3,7/11/2018,Online,16,9,3,0,0
ms,ho3,7/12/2018,Agent,3,3,3,0,0
ms,ho3,7/12/2018,Online,14,9,0,0,0
ms,ho3,7/13/2018,Agent,5,5,5,0,0
ms,ho3,7/13/2018,Online,7,3,1,0,0
ms,ho3,7/14/2018,Agent,2,2,1,0,0
ms,ho3,7/14/2018,Online,14,10,1,0,0
ms,ho3,7/15/2018,Agent,2,2,2,0,0
ms,ho3,7/15/2018,Online,13,8,2,1,0.076923077
ms,ho3,7/16/2018,Agent,3,3,3,0,0
ms,ho3,7/16/2018,Online,14,8,2,0,0
ms,ho3,7/17/2018,Agent,6,5,4,0,0
ms,ho3,7/17/2018,Online,20,15,3,1,0.05
ms,ho3,7/18/2018,Agent,6,5,4,0,0
ms,ho3,7/18/2018,Online,17,10,1,0,0
ms,ho3,7/19/2018,Agent,4,4,3,1,0.25
ms,ho3,7/19/2018,Online,14,6,1,0,0
ms,ho3,7/20/2018,Agent,8,8,7,1,0.125
ms,ho3,7/20/2018,Online,13,7,4,0,0
ms,ho3,7/21/2018,Agent,2,2,2,0,0
ms,ho3,7/21/2018,Online,10,5,2,0,0
ms,ho3,7/22/2018,Online,9,4,1,0,0
ms,ho3,7/23/2018,Agent,4,4,3,0,0
ms,ho3,7/23/2018,Online,17,11,2,0,0
ms,ho3,7/24/2018,Agent,2,1,1,0,0
ms,ho3,7/24/2018,Online,18,13,3,0,0
ms,ho3,7/25/2018,Agent,6,5,5,0,0
ms,ho3,7/25/2018,Online,17,13,3,0,0
ms,ho3,7/26/2018,Agent,3,3,1,0,0
ms,ho3,7/26/2018,Online,15,10,2,0,0
ms,ho3,7/27/2018,Agent,7,7,5,0,0
ms,ho3,7/27/2018,Online,20,14,3,0,0
ms,ho3,7/28/2018,Agent,6,6,4,0,0
ms,ho3,7/28/2018,Online,20,9,1,0,0
ms,ho3,7/29/2018,Agent,2,1,1,0,0
ms,ho3,7/29/2018,Online,11,7,1,0,0
ms,ho3,7/30/2018,Agent,5,5,3,0,0
ms,ho3,7/30/2018,Online,12,6,0,0,0
ms,ho3,7/31/2018,Agent,4,4,3,0,0
ms,ho3,7/31/2018,Online,19,12,2,0,0
ms,ho3,8/1/2018,Agent,2,2,2,0,0
ms,ho3,8/1/2018,Online,23,14,5,2,0.086956522
ms,ho3,8/2/2018,Agent,2,2,1,0,0
ms,ho3,8/2/2018,Online,9,4,1,0,0
ms,ho3,8/3/2018,Agent,1,1,0,1,1
ms,ho3,8/3/2018,Online,14,9,2,0,0
ms,ho3,8/4/2018,Agent,4,3,3,0,0
ms,ho3,8/4/2018,Online,7,7,0,0,0
ms,ho3,8/5/2018,Online,7,3,2,0,0
ms,ho3,8/6/2018,Agent,5,5,4,0,0
